#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1265: Lower Kachemak Creek, AK
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Snow Depth                  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Lower Kachemak Creek (1265) 
# Alaska  SNOTEL Site - 1960 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Mar 12, 2026, 11:31:54 AM GMT-08:00
#
Date,Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Accumulation (in) Start of Day Values,Snow Depth (in) Start of Day Values,Snow Water Equivalent (in) Start of Day Values
2020-09-17,47.0,50.0,43.0,42.3,0,
2020-09-18,44.0,50.0,40.0,42.7,0,
2020-09-19,41.0,46.0,38.0,42.7,0,
2020-09-20,41.0,50.0,38.0,42.8,0,
2020-09-21,42.0,47.0,37.0,43.0,0,
2020-09-22,44.0,48.0,41.0,43.4,0,
2020-09-23,46.0,49.0,43.0,43.6,0,
2020-09-24,44.0,48.0,42.0,43.8,0,
2020-09-25,44.0,48.0,41.0,43.9,0,
2020-09-26,42.0,49.0,39.0,43.9,0,
2020-09-27,41.0,46.0,39.0,44.7,0,
2020-09-28,41.0,44.0,39.0,45.2,0,
2020-09-29,41.0,49.0,36.0,45.4,0,
2020-09-30,47.0,51.0,44.0,45.6,0,
2020-10-01,44.0,48.0,41.0,0.0,0,
2020-10-02,46.0,48.0,41.0,1.9,0,
2020-10-03,41.0,44.0,38.0,4.8,0,
2020-10-04,40.0,43.0,37.0,5.4,0,
2020-10-05,42.0,48.0,39.0,5.4,0,
2020-10-06,43.0,51.0,40.0,5.4,0,
2020-10-07,39.0,41.0,37.0,5.4,0,
2020-10-08,38.0,42.0,36.0,5.7,0,
2020-10-09,39.0,44.0,37.0,6.7,0,
2020-10-10,39.0,47.0,35.0,6.8,0,
2020-10-11,37.0,43.0,33.0,6.8,0,
2020-10-12,36.0,42.0,32.0,6.9,0,
2020-10-13,38.0,44.0,34.0,6.9,0,
2020-10-14,38.0,46.0,33.0,6.9,,
2020-10-15,36.0,42.0,33.0,6.9,,
2020-10-16,36.0,43.0,30.0,6.9,,
2020-10-17,35.0,40.0,32.0,6.9,,
2020-10-18,33.0,38.0,29.0,7.0,,
2020-10-19,32.0,36.0,27.0,7.0,,
2020-10-20,33.0,36.0,28.0,7.0,,
2020-10-21,33.0,39.0,27.0,7.0,,
2020-10-22,34.0,39.0,32.0,7.0,,
2020-10-23,34.0,36.0,32.0,7.0,,
2020-10-24,37.0,40.0,34.0,7.2,,
2020-10-25,38.0,42.0,36.0,7.2,,
2020-10-26,34.0,42.0,30.0,7.5,,
2020-10-27,32.0,35.0,26.0,7.8,,
2020-10-28,27.0,34.0,24.0,7.9,,
2020-10-29,24.0,29.0,20.0,7.9,,
2020-10-30,18.0,25.0,13.0,7.9,,
2020-10-31,16.0,22.0,12.0,8.0,,
2020-11-01,14.0,18.0,10.0,8.0,,
2020-11-02,12.0,17.0,10.0,8.0,,
2020-11-03,12.0,16.0,8.0,8.0,,
2020-11-04,14.0,21.0,9.0,8.0,,
2020-11-05,22.0,37.0,14.0,8.0,,
2020-11-06,35.0,38.0,33.0,8.1,,
2020-11-07,34.0,37.0,32.0,8.1,,
2020-11-08,35.0,39.0,30.0,8.9,,
2020-11-09,35.0,39.0,29.0,10.5,,
2020-11-10,36.0,40.0,32.0,10.5,,
2020-11-11,33.0,39.0,30.0,10.8,,
2020-11-12,30.0,32.0,28.0,11.5,,
2020-11-13,27.0,28.0,24.0,12.2,,
2020-11-14,22.0,25.0,20.0,12.4,,
2020-11-15,19.0,29.0,15.0,12.4,,
2020-11-16,20.0,37.0,14.0,12.4,,
2020-11-17,21.0,26.0,18.0,12.4,,
2020-11-18,22.0,33.0,14.0,12.4,,
2020-11-19,29.0,32.0,26.0,12.5,,
2020-11-20,32.0,33.0,29.0,12.6,,
2020-11-21,30.0,33.0,28.0,13.0,,
2020-11-22,27.0,30.0,22.0,14.0,,
2020-11-23,28.0,34.0,24.0,14.3,,
2020-11-24,33.0,39.0,27.0,14.7,,
2020-11-25,30.0,35.0,26.0,14.8,,
2020-11-26,28.0,33.0,23.0,15.4,,
2020-11-27,26.0,30.0,22.0,15.7,,
2020-11-28,29.0,32.0,28.0,16.6,,
2020-11-29,26.0,30.0,22.0,16.7,,
2020-11-30,27.0,37.0,22.0,16.7,,
2020-12-01,37.0,40.0,33.0,17.8,54,
2020-12-02,24.0,38.0,16.0,20.0,45,
2020-12-03,14.0,19.0,11.0,20.5,45,
2020-12-04,11.0,18.0,7.0,20.5,44,
2020-12-05,12.0,26.0,8.0,20.6,42,
2020-12-06,33.0,38.0,20.0,20.6,42,
2020-12-07,34.0,36.0,32.0,21.2,44,
2020-12-08,28.0,35.0,24.0,22.4,45,
2020-12-09,27.0,28.0,24.0,22.6,45,
2020-12-10,23.0,29.0,19.0,22.9,50,
2020-12-11,26.0,33.0,21.0,22.9,48,
2020-12-12,,,,23.0,48,
2020-12-13,,,,23.0,43,
2020-12-14,,,,23.2,43,
2020-12-15,,,,23.2,41,
2020-12-16,,,,23.3,44,
2020-12-17,,,,23.3,44,
2020-12-18,,,,23.3,43,
2020-12-19,,,,23.3,43,
2020-12-20,,,,24.0,48,
2020-12-21,,,,24.0,45,
2020-12-22,,,,24.3,42,
2020-12-23,,,,25.6,,
2020-12-24,,,,25.6,,
2020-12-25,,,,26.0,,
2020-12-26,,,,26.1,,
2020-12-27,,,,26.1,,
2020-12-28,,,,26.5,,
2020-12-29,,,,27.3,,
2020-12-30,,,,27.3,,
2020-12-31,,,,27.6,,
2021-01-01,,,,27.6,,
2021-01-02,,,,27.6,,
2021-01-03,,,,27.6,,
2021-01-04,,,,27.8,,
2021-01-05,,,,28.0,,
2021-01-06,,,,28.0,,
2021-01-07,,,,28.7,,
2021-01-08,,,,29.3,,
2021-01-09,,,,29.8,,
2021-01-10,,,,30.2,75,
2021-01-11,,,,30.5,76,
2021-01-12,,,,31.1,80,
2021-01-13,,,,31.6,83,
2021-01-14,,,,31.9,82,
2021-01-15,,,,32.1,81,
2021-01-16,,,,32.2,80,
2021-01-17,,,,32.3,77,
2021-01-18,,,,32.6,76,
2021-01-19,,,,33.2,78,
2021-01-20,,,,33.6,77,
2021-01-21,,,,33.6,77,
2021-01-22,,,,33.7,,
2021-01-23,,,,33.7,75,
2021-01-24,,,,34.1,77,
2021-01-25,,,,34.2,76,
2021-01-26,,,,34.2,75,
2021-01-27,,,,34.2,75,
2021-01-28,,,,34.3,75,
2021-01-29,,,,34.3,74,
2021-01-30,,,,34.3,75,
2021-01-31,,,,34.3,75,
2021-02-01,,,,34.3,75,
2021-02-02,,,,34.3,74,
2021-02-03,,,,34.3,74,
2021-02-04,,,,34.3,75,
2021-02-05,,,,34.3,75,
2021-02-06,,,,34.4,74,
2021-02-07,,,,34.4,74,
2021-02-08,,,,34.4,74,
2021-02-09,,,,34.4,74,
2021-02-10,,,,34.4,74,
2021-02-11,,,,34.5,74,
2021-02-12,,,,35.0,72,
2021-02-13,,,,35.1,72,
2021-02-14,,,,35.1,72,
2021-02-15,,,,35.1,72,
2021-02-16,,,,35.2,72,
2021-02-17,,,,35.2,72,
2021-02-18,,,,35.2,72,
2021-02-19,,,,35.5,75,
2021-02-20,,,,35.5,72,
2021-02-21,,,,35.5,70,
2021-02-22,,,,35.6,72,
2021-02-23,,,,35.6,72,
2021-02-24,,,,35.7,72,
2021-02-25,,,,35.8,72,
2021-02-26,,,,35.8,72,
2021-02-27,,,,36.0,72,
2021-02-28,,,,36.0,72,
2021-03-01,,,,36.3,71,
2021-03-02,,,,36.5,73,
2021-03-03,,,,36.5,72,
2021-03-04,,,,36.5,72,
2021-03-05,,,,36.6,71,
2021-03-06,,,,37.2,82,
2021-03-07,,,,37.2,78,
2021-03-08,,,,37.2,77,
2021-03-09,,,,37.2,76,
2021-03-10,,,,37.3,77,
2021-03-11,,,,37.8,87,
2021-03-12,,,,37.9,79,
2021-03-13,,,,37.9,79,
2021-03-14,,,,37.9,79,
2021-03-15,,,,38.0,78,
2021-03-16,,,,38.0,79,
2021-03-17,,,,38.0,78,
2021-03-18,,,,38.0,78,
2021-03-19,,,,38.0,76,
2021-03-20,,,,38.0,75,
2021-03-21,,,,38.0,75,
2021-03-22,,,,38.0,75,
2021-03-23,,,,38.0,75,
2021-03-24,,,,38.0,75,
2021-03-25,,,,38.0,74,
2021-03-26,,,,38.0,73,
2021-03-27,,,,38.1,73,
2021-03-28,,,,38.1,73,
2021-03-29,,,,38.2,73,
2021-03-30,,,,38.3,71,
2021-03-31,,,,38.3,73,
2021-04-01,,,,38.3,73,
2021-04-02,20.0,29.0,12.0,38.3,71,
2021-04-03,33.0,37.0,28.0,38.3,72,
2021-04-04,30.0,37.0,22.0,38.4,72,
2021-04-05,21.0,25.0,18.0,38.4,73,
2021-04-06,18.0,24.0,12.0,38.4,72,
2021-04-07,23.0,35.0,16.0,38.4,73,
2021-04-08,18.0,26.0,6.0,38.5,74,
2021-04-09,8.0,13.0,4.0,38.5,72,
2021-04-10,17.0,28.0,4.0,38.5,72,
2021-04-11,27.0,32.0,21.0,38.6,72,
2021-04-12,32.0,35.0,29.0,38.9,72,
2021-04-13,32.0,36.0,28.0,39.0,74,
2021-04-14,33.0,40.0,27.0,39.0,74,
2021-04-15,33.0,39.0,30.0,39.3,77,
2021-04-16,37.0,49.0,28.0,39.3,74,
2021-04-17,43.0,54.0,36.0,39.3,74,
2021-04-18,46.0,48.0,43.0,39.3,72,
2021-04-19,43.0,48.0,37.0,39.3,68,
2021-04-20,38.0,47.0,34.0,39.3,63,
2021-04-21,39.0,47.0,34.0,39.3,61,
2021-04-22,38.0,40.0,35.0,39.3,59,
2021-04-23,40.0,51.0,34.0,39.3,58,
2021-04-24,42.0,50.0,37.0,39.3,56,
2021-04-25,42.0,52.0,37.0,39.3,55,
2021-04-26,41.0,49.0,37.0,39.3,54,
2021-04-27,41.0,51.0,35.0,39.3,53,
2021-04-28,39.0,44.0,35.0,39.3,51,
2021-04-29,37.0,50.0,34.0,39.3,51,
2021-04-30,34.0,39.0,28.0,39.3,50,
2021-05-01,36.0,42.0,30.0,39.3,49,
2021-05-02,34.0,36.0,32.0,39.3,48,
2021-05-03,36.0,41.0,32.0,39.3,48,
2021-05-04,34.0,39.0,30.0,39.3,47,
2021-05-05,35.0,43.0,29.0,39.3,47,
2021-05-06,36.0,44.0,29.0,39.3,46,
2021-05-07,36.0,40.0,32.0,39.3,45,
2021-05-08,38.0,40.0,35.0,39.3,43,
2021-05-09,39.0,44.0,35.0,39.3,43,
2021-05-10,36.0,40.0,33.0,39.3,41,
2021-05-11,35.0,39.0,32.0,39.3,40,
2021-05-12,37.0,48.0,34.0,39.4,39,
2021-05-13,39.0,50.0,32.0,39.4,38,
2021-05-14,38.0,42.0,36.0,39.4,36,
2021-05-15,37.0,41.0,33.0,39.4,34,
2021-05-16,38.0,46.0,34.0,39.4,33,
2021-05-17,42.0,50.0,34.0,39.4,32,
2021-05-18,47.0,54.0,40.0,39.4,29,
2021-05-19,37.0,44.0,34.0,39.4,26,
2021-05-20,35.0,37.0,34.0,39.6,25,
2021-05-21,38.0,43.0,35.0,39.8,26,
2021-05-22,40.0,47.0,35.0,39.8,23,
2021-05-23,47.0,54.0,38.0,39.8,22,
2021-05-24,51.0,60.0,40.0,39.8,19,
2021-05-25,54.0,63.0,47.0,39.8,16,
2021-05-26,47.0,58.0,36.0,39.8,13,
2021-05-27,39.0,46.0,35.0,39.8,10,
2021-05-28,40.0,46.0,36.0,39.8,8,
2021-05-29,40.0,43.0,38.0,39.9,6,
2021-05-30,44.0,51.0,40.0,40.0,4,
2021-05-31,47.0,53.0,43.0,40.0,0,
2021-06-01,41.0,43.0,37.0,40.0,0,
2021-06-02,41.0,47.0,36.0,40.0,0,
2021-06-03,42.0,50.0,38.0,40.0,0,
2021-06-04,47.0,54.0,38.0,40.0,0,
2021-06-05,50.0,56.0,40.0,40.0,0,
2021-06-06,,,,40.0,0,
2021-06-07,,,,40.0,0,
2021-06-08,,,,40.0,0,
2021-06-09,,,,40.1,0,
2021-06-10,,,,40.1,0,
2021-06-11,,,,40.1,0,
2021-06-12,,,,40.1,0,
2021-06-13,,,,40.1,0,
2021-06-14,,,,40.1,0,
2021-06-15,,,,40.1,0,
2021-06-16,,,,40.1,0,
2021-06-17,,,,40.2,0,
2021-06-18,,,,40.2,0,
2021-06-19,,,,40.2,0,
2021-06-20,,,,40.2,0,
2021-06-21,,,,40.4,0,
2021-06-22,,,,40.4,0,
2021-06-23,,,,40.4,0,
2021-06-24,,,,40.8,0,
2021-06-25,,,,41.2,0,
2021-06-26,,,,41.2,0,
2021-06-27,,,,41.2,0,
2021-06-28,,,,41.2,0,
2021-06-29,,,,41.2,0,
2021-06-30,,,,41.2,0,
2021-07-01,,,,41.2,0,
2021-07-02,,,,41.2,0,
2021-07-03,,,,41.3,0,
2021-07-04,,,,41.3,0,
2021-07-05,,,,41.3,0,
2021-07-06,,,,41.4,0,
2021-07-07,,,,41.4,0,
2021-07-08,,,,41.4,0,
2021-07-09,,,,41.4,0,
2021-07-10,,,,41.9,0,
2021-07-11,,,,42.0,0,
2021-07-12,,,,42.0,0,
2021-07-13,,,,42.0,0,
2021-07-14,,,,42.0,0,
2021-07-15,,,,42.0,0,
2021-07-16,,,,42.0,0,
2021-07-17,,,,42.0,0,
2021-07-18,,,,42.0,0,
2021-07-19,,,,42.0,0,
2021-07-20,,,,42.0,0,
2021-07-21,,,,42.5,0,
2021-07-22,,,,42.7,0,
2021-07-23,,,,42.7,0,
2021-07-24,,,,42.7,0,
2021-07-25,,,,42.7,0,
2021-07-26,,,,42.7,0,
2021-07-27,,,,42.7,0,
2021-07-28,,,,42.7,0,
2021-07-29,,,,42.7,0,
2021-07-30,,,,42.7,0,
2021-07-31,,,,42.7,0,
2021-08-01,,,,42.7,0,
2021-08-02,,,,42.7,0,
2021-08-03,,,,42.7,0,
2021-08-04,,,,42.7,0,
2021-08-05,,,,42.7,0,
2021-08-06,,,,42.7,0,
2021-08-07,,,,42.7,0,
2021-08-08,,,,42.8,0,
2021-08-09,,,,43.4,0,
2021-08-10,,,,43.6,0,
2021-08-11,,,,43.8,0,
2021-08-12,,,,43.8,0,
2021-08-13,,,,43.9,0,
2021-08-14,,,,43.9,0,
2021-08-15,,,,43.9,0,
2021-08-16,,,,43.9,0,
2021-08-17,,,,44.1,0,
2021-08-18,,,,44.1,0,
2021-08-19,,,,44.1,0,
2021-08-20,,,,44.1,0,
2021-08-21,,,,44.1,0,
2021-08-22,,,,44.1,0,
2021-08-23,,,,44.4,0,
2021-08-24,,,,44.8,0,
2021-08-25,,,,44.9,0,
2021-08-26,,,,45.0,0,
2021-08-27,,,,45.0,0,
2021-08-28,,,,45.4,0,
2021-08-29,,,,45.4,0,
2021-08-30,,,,45.4,0,
2021-08-31,,,,45.4,0,
2021-09-01,,,,45.4,0,
2021-09-02,,,,45.4,0,
2021-09-03,,,,45.6,0,
2021-09-04,,,,45.6,0,
2021-09-05,,,,45.6,0,
2021-09-06,,,,45.6,0,
2021-09-07,,,,45.6,0,
2021-09-08,,,,45.6,0,
2021-09-09,,,,45.7,0,
2021-09-10,,,,45.8,0,
2021-09-11,,,,45.9,0,
2021-09-12,,,,45.9,0,
2021-09-13,,,,47.2,0,
2021-09-14,,,,48.1,0,
2021-09-15,,,,48.1,0,
2021-09-16,,,,48.3,0,
2021-09-17,,,,48.4,0,
2021-09-18,,,,48.4,0,
2021-09-19,,,,48.4,0,
2021-09-20,,,,48.4,0,
2021-09-21,,,,48.4,0,
2021-09-22,,,,48.5,0,
2021-09-23,,,,48.5,0,
2021-09-24,,,,48.8,2,
2021-09-25,33.0,40.0,28.0,48.9,2,
2021-09-26,35.0,40.0,30.0,48.9,0,
2021-09-27,38.0,43.0,32.0,48.9,0,
2021-09-28,38.0,47.0,30.0,48.9,0,
2021-09-29,35.0,40.0,29.0,48.9,0,
2021-09-30,33.0,39.0,27.0,48.9,0,
2021-10-01,33.0,41.0,26.0,0.0,0,
2021-10-02,30.0,34.0,28.0,0.0,0,
2021-10-03,33.0,39.0,26.0,0.1,0,
2021-10-04,35.0,44.0,29.0,0.1,0,
2021-10-05,36.0,40.0,33.0,0.1,0,
2021-10-06,39.0,41.0,36.0,0.1,0,
2021-10-07,39.0,44.0,37.0,0.4,0,
2021-10-08,37.0,43.0,33.0,0.5,0,
2021-10-09,37.0,39.0,34.0,0.8,0,
2021-10-10,37.0,40.0,35.0,1.0,0,
2021-10-11,36.0,38.0,30.0,1.0,0,
2021-10-12,35.0,41.0,30.0,1.3,0,
2021-10-13,34.0,40.0,30.0,1.3,0,
2021-10-14,30.0,33.0,28.0,1.3,1,
2021-10-15,28.0,32.0,24.0,1.7,0,
2021-10-16,29.0,36.0,24.0,1.8,0,
2021-10-17,33.0,38.0,29.0,1.8,0,
2021-10-18,39.0,43.0,37.0,2.9,8,
2021-10-19,34.0,38.0,30.0,2.9,6,
2021-10-20,36.0,42.0,32.0,3.0,4,
2021-10-21,35.0,42.0,32.0,3.0,3,
2021-10-22,34.0,38.0,33.0,3.2,3,
2021-10-23,36.0,43.0,34.0,3.6,4,
2021-10-24,37.0,42.0,33.0,3.9,4,
2021-10-25,30.0,34.0,27.0,3.9,3,
2021-10-26,29.0,33.0,27.0,3.9,3,
2021-10-27,28.0,32.0,26.0,3.9,3,
2021-10-28,29.0,34.0,22.0,3.9,2,
2021-10-29,28.0,36.0,22.0,4.3,4,
2021-10-30,39.0,42.0,36.0,4.9,8,
2021-10-31,37.0,42.0,34.0,10.0,3,
2021-11-01,33.0,36.0,30.0,11.6,0,
2021-11-02,34.0,38.0,30.0,12.3,3,
2021-11-03,35.0,39.0,30.0,13.6,8,
2021-11-04,30.0,34.0,24.0,13.8,5,
2021-11-05,27.0,36.0,23.0,14.8,12,
2021-11-06,24.0,27.0,21.0,14.8,14,
2021-11-07,23.0,34.0,19.0,14.8,13,
2021-11-08,20.0,27.0,16.0,14.8,11,
2021-11-09,20.0,30.0,15.0,14.9,12,
2021-11-10,21.0,26.0,15.0,15.0,11,
2021-11-11,20.0,23.0,15.0,15.2,11,
2021-11-12,15.0,18.0,13.0,15.2,12,
2021-11-13,15.0,27.0,10.0,15.3,13,
2021-11-14,14.0,22.0,11.0,15.3,12,
2021-11-15,14.0,24.0,10.0,15.3,9,
2021-11-16,14.0,25.0,5.0,15.3,9,
2021-11-17,5.0,22.0,-1.0,15.3,9,
2021-11-18,2.0,46.0,-1.0,15.3,11,
2021-11-19,13.0,22.0,1.0,15.3,11,
2021-11-20,20.0,,6.0,15.3,12,
2021-11-21,12.0,,6.0,15.3,11,
2021-11-22,10.0,,0.0,15.3,11,
2021-11-23,15.0,,4.0,15.3,11,
2021-11-24,14.0,,9.0,15.3,8,
2021-11-25,11.0,14.0,9.0,15.3,7,
2021-11-26,10.0,,3.0,15.4,9,
2021-11-27,8.0,,1.0,15.4,9,
2021-11-28,9.0,,2.0,15.5,9,
2021-11-29,20.0,,10.0,15.8,12,
2021-11-30,17.0,21.0,13.0,15.9,13,
2021-12-01,16.0,,6.0,16.3,21,
2021-12-02,15.0,,5.0,16.4,22,
2021-12-03,19.0,,6.0,16.4,17,
2021-12-04,25.0,68.0,17.0,16.4,15,
2021-12-05,29.0,37.0,26.0,16.5,16,
2021-12-06,29.0,35.0,27.0,16.9,25,
2021-12-07,,,,17.9,47,
2021-12-08,22.0,28.0,16.0,18.2,39,
2021-12-09,26.0,32.0,21.0,18.3,36,
2021-12-10,20.0,26.0,17.0,18.7,38,
2021-12-11,11.0,19.0,3.0,18.7,37,
2021-12-12,4.0,9.0,-2.0,18.7,31,
2021-12-13,7.0,20.0,-5.0,18.7,29,
2021-12-14,7.0,17.0,0.0,18.9,28,
2021-12-15,20.0,29.0,8.0,18.9,28,
2021-12-16,26.0,28.0,23.0,19.0,27,
2021-12-17,24.0,29.0,20.0,19.1,29,
2021-12-18,26.0,29.0,22.0,19.1,30,
2021-12-19,29.0,34.0,23.0,19.1,28,
2021-12-20,35.0,39.0,26.0,19.2,28,
2021-12-21,27.0,33.0,23.0,19.6,29,
2021-12-22,29.0,38.0,24.0,19.6,29,
2021-12-23,27.0,29.0,26.0,19.6,28,
2021-12-24,32.0,44.0,24.0,19.6,28,
2021-12-25,35.0,43.0,26.0,19.6,28,
2021-12-26,43.0,50.0,36.0,19.6,28,
2021-12-27,41.0,48.0,36.0,19.6,18,
2021-12-28,43.0,50.0,30.0,19.6,16,
2021-12-29,32.0,35.0,27.0,19.6,15,
2021-12-30,32.0,37.0,27.0,19.7,14,
2021-12-31,27.0,30.0,18.0,19.8,12,
2022-01-01,9.0,23.0,1.0,19.8,17,
2022-01-02,0.0,4.0,-3.0,19.8,14,
2022-01-03,-2.0,5.0,-5.0,19.8,14,
2022-01-04,12.0,21.0,-1.0,19.8,14,
2022-01-05,19.0,22.0,15.0,19.8,14,
2022-01-06,15.0,22.0,12.0,19.8,14,
2022-01-07,20.0,33.0,13.0,19.8,14,
2022-01-08,12.0,22.0,5.0,19.8,14,
2022-01-09,11.0,22.0,4.0,20.2,15,
2022-01-10,29.0,35.0,9.0,20.2,15,
2022-01-11,32.0,34.0,27.0,20.5,17,
2022-01-12,29.0,35.0,25.0,20.6,17,
2022-01-13,30.0,37.0,27.0,21.2,25,
2022-01-14,33.0,35.0,30.0,21.7,27,
2022-01-15,28.0,35.0,21.0,22.4,34,
2022-01-16,20.0,24.0,18.0,22.4,32,
2022-01-17,25.0,29.0,19.0,22.5,32,
2022-01-18,27.0,28.0,26.0,22.5,31,
2022-01-19,24.0,29.0,18.0,22.6,29,
2022-01-20,27.0,33.0,19.0,22.7,30,
2022-01-21,34.0,42.0,30.0,22.8,29,
2022-01-22,35.0,38.0,33.0,23.4,28,
2022-01-23,33.0,35.0,30.0,23.6,27,
2022-01-24,33.0,36.0,30.0,23.8,25,
2022-01-25,25.0,33.0,19.0,24.4,38,
2022-01-26,26.0,29.0,20.0,24.6,38,
2022-01-27,26.0,34.0,20.0,24.7,37,
2022-01-28,24.0,33.0,18.0,25.0,41,
2022-01-29,23.0,35.0,15.0,25.2,43,
2022-01-30,19.0,27.0,13.0,25.2,39,
2022-01-31,24.0,30.0,20.0,25.2,39,
2022-02-01,27.0,30.0,26.0,25.2,39,
2022-02-02,26.0,32.0,24.0,25.3,36,
2022-02-03,30.0,34.0,27.0,25.3,35,
2022-02-04,29.0,36.0,25.0,25.5,35,
2022-02-05,33.0,35.0,30.0,25.6,36,
2022-02-06,26.0,35.0,19.0,25.6,35,
2022-02-07,23.0,32.0,12.0,25.6,36,
2022-02-08,25.0,35.0,15.0,25.7,37,
2022-02-09,12.0,24.0,3.0,25.8,36,
2022-02-10,22.0,26.0,15.0,25.8,36,
2022-02-11,29.0,34.0,25.0,26.0,35,
2022-02-12,30.0,34.0,27.0,26.1,34,
2022-02-13,29.0,34.0,25.0,26.1,36,
2022-02-14,28.0,33.0,24.0,26.1,36,
2022-02-15,39.0,43.0,28.0,26.4,38,
2022-02-16,35.0,40.0,30.0,26.4,35,
2022-02-17,35.0,38.0,30.0,26.4,35,
2022-02-18,32.0,35.0,28.0,26.8,36,
2022-02-19,30.0,35.0,27.0,26.8,35,
2022-02-20,36.0,44.0,30.0,26.8,36,
2022-02-21,32.0,36.0,28.0,26.8,35,
2022-02-22,32.0,39.0,28.0,27.2,36,
2022-02-23,34.0,38.0,30.0,27.4,38,
2022-02-24,35.0,39.0,33.0,27.6,37,
2022-02-25,33.0,35.0,30.0,27.9,36,
2022-02-26,34.0,43.0,30.0,28.4,39,
2022-02-27,29.0,32.0,26.0,28.4,39,
2022-02-28,28.0,37.0,26.0,28.4,38,
2022-03-01,28.0,35.0,26.0,28.4,39,
2022-03-02,27.0,32.0,24.0,28.4,39,
2022-03-03,32.0,38.0,28.0,28.6,42,
2022-03-04,32.0,37.0,27.0,29.0,46,
2022-03-05,30.0,35.0,27.0,29.2,46,
2022-03-06,30.0,38.0,26.0,29.4,49,
2022-03-07,32.0,34.0,29.0,29.5,47,
2022-03-08,32.0,35.0,29.0,29.5,47,
2022-03-09,32.0,36.0,28.0,29.5,46,
2022-03-10,33.0,36.0,29.0,29.6,45,
2022-03-11,33.0,39.0,28.0,29.6,45,
2022-03-12,32.0,36.0,28.0,29.8,46,
2022-03-13,29.0,36.0,25.0,29.8,47,
2022-03-14,30.0,41.0,24.0,29.8,45,
2022-03-15,29.0,39.0,24.0,29.8,46,
2022-03-16,33.0,37.0,29.0,29.8,46,
2022-03-17,21.0,33.0,16.0,30.0,47,
2022-03-18,27.0,35.0,18.0,30.1,49,
2022-03-19,32.0,39.0,27.0,30.3,51,
2022-03-20,32.0,42.0,25.0,30.3,50,
2022-03-21,26.0,35.0,21.0,30.3,49,
2022-03-22,23.0,30.0,18.0,30.3,49,
2022-03-23,28.0,33.0,25.0,30.3,47,
2022-03-24,30.0,34.0,25.0,30.8,56,
2022-03-25,32.0,36.0,28.0,31.3,59,
2022-03-26,28.0,33.0,26.0,32.2,67,
2022-03-27,27.0,28.0,26.0,32.4,65,
2022-03-28,32.0,36.0,27.0,32.7,65,
2022-03-29,33.0,38.0,28.0,32.9,61,
2022-03-30,32.0,44.0,25.0,32.9,62,
2022-03-31,35.0,39.0,30.0,32.9,61,
