Date,Snow Water Equivalent (in) Start of Day Values,Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF)
1993-01-16,,,32.4,30.2,32.0,28.4
1993-01-17,,,33.2,19.4,24.8,14.0
1993-01-18,,,34.0,10.4,12.2,8.6
1993-01-19,,,34.0,1.4,5.0,-2.2
1993-01-20,,,34.0,-4.0,-2.2,-5.8
1993-01-21,,,34.0,-4.0,-2.2,-5.8
1993-01-22,,,34.0,-4.0,-2.2,-7.6
1993-01-23,,,34.0,5.0,12.2,-5.8
1993-01-24,,,34.0,15.8,21.2,8.6
1993-01-25,,,34.0,26.6,28.4,24.8
1993-01-26,,,34.0,32.0,32.0,30.2
1993-01-27,,,34.4,24.8,28.4,23.0
1993-01-28,,,34.8,15.8,21.2,6.8
1993-01-29,,,35.2,1.4,6.8,-9.4
1993-01-30,,,35.2,-0.4,5.0,-5.8
1993-01-31,,,35.2,-4.0,-0.4,-7.6
1993-02-01,,,35.2,5.0,12.2,-0.4
1993-02-02,,,35.2,6.8,8.6,1.4
1993-02-03,,,35.2,-5.8,-4.0,-7.6
1993-02-04,,,35.2,12.2,19.4,1.4
1993-02-05,,,35.2,8.6,21.2,-4.0
1993-02-06,,,35.6,21.2,28.4,12.2
1993-02-07,,,35.6,24.8,28.4,17.6
1993-02-08,,,36.0,30.2,35.6,17.6
1993-02-09,,,36.0,33.8,35.6,33.8
1993-02-10,,,37.2,33.8,33.8,32.0
1993-02-11,,,38.0,32.0,33.8,32.0
1993-02-12,,,38.9,32.0,33.8,32.0
1993-02-13,,,39.3,33.8,33.8,32.0
1993-02-14,,,40.1,33.8,35.6,32.0
1993-02-15,,,41.8,33.8,33.8,32.0
1993-02-16,,,42.6,33.8,41.0,32.0
1993-02-17,,,42.6,35.6,37.4,32.0
1993-02-18,,,42.6,32.0,32.0,28.4
1993-02-19,,,42.6,30.2,35.6,26.6
1993-02-20,,,42.6,30.2,30.2,28.4
1993-02-21,,,42.6,32.0,32.0,28.4
1993-02-22,,,42.6,32.0,32.0,30.2
1993-02-23,,,42.6,30.2,30.2,28.4
1993-02-24,,,43.0,32.0,32.0,30.2
1993-02-25,,,43.8,30.2,32.0,28.4
1993-02-26,,,44.2,28.4,30.2,24.8
1993-02-27,,,44.7,32.0,32.0,28.4
1993-02-28,,,44.7,26.6,28.4,24.8
1993-03-01,,,45.5,28.4,28.4,26.6
1993-03-02,,,45.5,21.2,23.0,19.4
1993-03-03,,,45.9,28.4,32.0,21.2
1993-03-04,,,45.9,32.0,33.8,23.0
1993-03-05,,,46.3,30.2,32.0,28.4
1993-03-06,,,46.3,30.2,30.2,28.4
1993-03-07,,,46.7,28.4,28.4,24.8
1993-03-08,,,46.7,17.6,21.2,14.0
1993-03-09,,,46.7,28.4,32.0,24.8
1993-03-10,,,46.7,33.8,37.4,32.0
1993-03-11,,,47.6,35.6,37.4,32.0
1993-03-12,,,48.0,28.4,33.8,23.0
1993-03-13,,,48.0,28.4,32.0,15.8
1993-03-14,,,48.0,23.0,33.8,15.8
1993-03-15,,,48.0,26.6,30.2,23.0
1993-03-16,,,48.0,23.0,28.4,15.8
1993-03-17,,,48.0,26.6,30.2,21.2
1993-03-18,,,48.0,28.4,30.2,28.4
1993-03-19,,,48.0,28.4,30.2,26.6
1993-03-20,,,48.4,32.0,35.6,28.4
1993-03-21,,,48.4,30.2,32.0,28.4
1993-03-22,,,49.2,23.0,26.6,19.4
1993-03-23,,,49.2,19.4,23.0,17.6
1993-03-24,,,49.2,21.2,28.4,12.2
1993-03-25,,,49.2,30.2,30.2,28.4
1993-03-26,,,49.2,30.2,32.0,28.4
1993-03-27,,,49.6,32.0,32.0,32.0
1993-03-28,,,50.0,32.0,33.8,32.0
1993-03-29,,,50.4,33.8,35.6,32.0
1993-03-30,,,50.9,33.8,35.6,32.0
1993-03-31,,,51.3,32.0,33.8,32.0
1993-04-01,,,52.5,32.0,32.0,32.0
1993-04-02,,,54.2,32.0,35.6,28.4
1993-04-03,,,54.6,32.0,39.2,24.8
1993-04-04,,,54.6,32.0,35.6,32.0
1993-04-05,,,54.6,32.0,39.2,30.2
1993-04-06,,,54.6,33.8,48.2,24.8
1993-04-07,,,54.6,33.8,39.2,32.0
1993-04-08,,,54.6,32.0,35.6,32.0
1993-04-09,,,55.0,32.0,32.0,28.4
1993-04-10,,,55.4,32.0,35.6,28.4
1993-04-11,,,56.2,32.0,35.6,32.0
1993-04-12,,,56.2,32.0,33.8,32.0
1993-04-13,,,56.7,32.0,33.8,32.0
1993-04-14,,,56.7,35.6,39.2,30.2
1993-04-15,,,57.1,33.8,35.6,32.0
1993-04-16,,,57.1,33.8,35.6,32.0
1993-04-17,,,57.9,33.8,33.8,32.0
1993-04-18,,,58.7,32.0,33.8,30.2
1993-04-19,,,60.0,32.0,37.4,28.4
1993-04-20,,,60.4,32.0,41.0,21.2
1993-04-21,,,60.4,37.4,44.6,32.0
1993-04-22,,,60.4,41.0,57.2,32.0
1993-04-23,,,60.8,39.2,53.6,30.2
1993-04-24,,,60.8,35.6,41.0,30.2
1993-04-25,,,60.8,35.6,39.2,32.0
1993-04-26,,,60.8,35.6,37.4,33.8
1993-04-27,,,60.8,35.6,35.6,32.0
1993-04-28,,,60.8,33.8,35.6,32.0
1993-04-29,,,61.6,35.6,37.4,32.0
1993-04-30,,,62.0,37.4,41.0,33.8
1993-05-01,,,62.0,37.4,46.4,30.2
1993-05-02,,,62.4,,,
1993-05-03,,,62.5,,,
1993-05-04,,,62.6,,,
1993-05-05,,,62.8,,,
1993-05-06,,,63.1,,,
1993-05-07,,,63.4,,,
1993-05-08,,,63.7,,,
1993-05-09,,,63.7,,,
1993-05-10,,,63.7,,,
1993-05-11,,,64.7,,,
1993-05-12,,,66.2,,,
1993-05-13,,,67.8,,,
1993-05-14,,,68.0,,,
1993-05-15,,,68.0,,,
1993-05-16,,,68.0,,,
1993-05-17,,,68.0,,,
1993-05-18,,,68.0,,,
1993-05-19,,,68.0,,,
1993-05-20,,,68.0,,,
1993-05-21,,,68.0,,,
1993-05-22,,,68.5,,,
1993-05-23,,,68.7,,,
1993-05-24,,,70.3,,,
1993-05-25,,,70.4,,,
1993-05-26,,,70.5,,,
1993-05-27,,,70.7,,,
1993-05-28,,,70.7,,,
1993-05-29,,,70.7,,,
1993-05-30,,,70.7,,,
1993-05-31,,,70.7,,,
1993-06-01,,,70.7,,,
1993-06-02,,,70.7,,,
1993-06-03,,,70.7,,,
1993-06-04,,,70.7,,,
1993-06-05,,,70.7,,,
1993-06-06,,,70.8,,,
1993-06-07,,,71.1,,,
1993-06-08,,,71.4,57.2,60.8,53.6
1993-06-09,,,71.5,51.8,60.8,41.0
1993-06-10,,,71.5,48.2,55.4,41.0
1993-06-11,,,71.5,50.0,60.8,39.2
1993-06-12,,,71.5,53.6,62.6,44.6
1993-06-13,,,71.5,51.8,62.6,41.0
1993-06-14,,,71.9,53.6,64.4,41.0
1993-06-15,,,71.9,48.2,55.4,39.2
1993-06-16,,,71.9,48.2,53.6,41.0
1993-06-17,,,71.9,51.8,59.0,44.6
1993-06-18,,,71.9,55.4,66.2,44.6
1993-06-19,,,71.9,55.4,60.8,50.0
1993-06-20,,,71.9,51.8,57.2,48.2
1993-06-21,,,71.9,50.0,53.6,46.4
1993-06-22,,,71.9,50.0,59.0,44.6
1993-06-23,,,71.9,59.0,71.6,46.4
1993-06-24,,,71.9,55.4,62.6,50.0
1993-06-25,,,71.9,50.0,53.6,48.2
1993-06-26,,,71.9,50.0,53.6,48.2
1993-06-27,,,71.9,51.8,53.6,50.0
1993-06-28,,,72.3,50.0,51.8,50.0
1993-06-29,,,72.7,51.8,57.2,48.2
1993-06-30,,,73.5,50.0,53.6,48.2
1993-07-01,,,73.9,50.0,51.8,48.2
1993-07-02,,,74.3,51.8,53.6,50.0
1993-07-03,,,75.1,50.0,55.4,46.4
1993-07-04,,,75.9,59.0,60.8,48.2
1993-07-05,,,75.9,57.2,62.6,44.6
1993-07-06,,,75.9,60.8,62.6,50.0
1993-07-07,,,75.9,68.0,71.6,55.4
1993-07-08,,,75.9,71.6,77.0,57.2
1993-07-09,,,75.9,77.0,82.4,62.6
1993-07-10,,,75.9,78.8,84.2,59.0
1993-07-11,,,75.9,77.0,82.4,55.4
1993-07-12,,,75.9,73.4,77.0,55.4
1993-07-13,,,75.9,71.6,75.2,57.2
1993-07-14,,,75.9,71.6,75.2,57.2
1993-07-15,,,75.9,75.2,78.8,57.2
1993-07-16,,,75.9,68.0,68.0,55.4
1993-07-17,,,75.9,64.4,66.2,59.0
1993-07-18,,,75.9,66.2,69.8,57.2
1993-07-19,,,75.9,62.6,66.2,55.4
1993-07-20,,,75.9,60.8,68.0,57.2
1993-07-21,,,75.9,66.2,75.2,55.4
1993-07-22,,,75.9,60.8,66.2,55.4
1993-07-23,,,76.3,59.0,62.6,55.4
1993-07-24,,,76.3,60.8,62.6,59.0
1993-07-25,,,76.3,64.4,75.2,55.4
1993-07-26,,,76.7,75.2,78.8,59.0
1993-07-27,,,76.7,62.6,64.4,60.8
1993-07-28,,,76.7,68.0,73.4,57.2
1993-07-29,,,76.7,69.8,75.2,55.4
1993-07-30,,,76.7,64.4,69.8,60.8
1993-07-31,,,76.7,64.4,71.6,60.8
1993-08-01,,,76.7,69.8,73.4,60.8
1993-08-02,,,76.7,62.6,68.0,57.2
1993-08-03,,,76.7,66.2,69.8,57.2
1993-08-04,,,76.7,71.6,82.4,59.0
1993-08-05,,,76.7,68.0,69.8,60.8
1993-08-06,,,76.7,75.2,80.6,62.6
1993-08-07,,,76.7,78.8,82.4,68.0
1993-08-08,,,76.7,82.4,84.2,60.8
1993-08-09,,,76.7,69.8,73.4,66.2
1993-08-10,,,76.7,69.8,75.2,62.6
1993-08-11,,,76.7,69.8,73.4,55.4
1993-08-12,,,76.7,62.6,62.6,60.8
1993-08-13,,,77.1,60.8,62.6,59.0
1993-08-14,,,77.5,59.0,64.4,57.2
1993-08-15,,,79.5,59.0,60.8,57.2
1993-08-16,,,80.7,62.6,73.4,53.6
1993-08-17,,,81.9,57.2,59.0,57.2
1993-08-18,,,81.9,62.6,64.4,60.8
1993-08-19,,,83.1,59.0,60.8,57.2
1993-08-20,,,85.1,57.2,59.0,55.4
1993-08-21,,,87.1,62.6,64.4,55.4
1993-08-22,,,87.1,62.6,68.0,53.6
1993-08-23,,,87.1,60.8,64.4,48.2
1993-08-24,,,87.1,60.8,60.8,59.0
1993-08-25,,,87.1,64.4,75.2,59.0
1993-08-26,,,87.5,64.4,68.0,60.8
1993-08-27,,,87.5,62.6,64.4,60.8
1993-08-28,,,87.5,66.2,73.4,62.6
1993-08-29,,,87.9,64.4,68.0,57.2
1993-08-30,,,88.7,64.4,68.0,57.2
1993-08-31,,,89.9,62.6,64.4,53.6
1993-09-01,,,90.3,62.6,68.0,59.0
1993-09-02,,,90.7,60.8,60.8,51.8
1993-09-03,,,91.1,62.6,66.2,55.4
1993-09-04,,,91.1,62.6,64.4,55.4
1993-09-05,,,91.9,62.6,64.4,53.6
1993-09-06,,,93.5,68.0,86.0,59.0
1993-09-07,,,94.3,60.8,64.4,53.6
1993-09-08,,,95.1,60.8,62.6,51.8
1993-09-09,,,95.1,66.2,84.2,64.4
1993-09-10,,,95.5,59.0,62.6,53.6
1993-09-11,,,95.5,66.2,73.4,62.6
1993-09-12,,,95.5,73.4,78.8,66.2
1993-09-13,,,96.3,68.0,75.2,55.4
1993-09-14,,,96.3,64.4,66.2,64.4
1993-09-15,,,96.3,64.4,68.0,57.2
1993-09-16,,,96.7,60.8,71.6,51.8
1993-09-17,,,98.3,64.4,69.8,50.0
1993-09-18,,,98.3,68.0,73.4,62.6
1993-09-19,,,98.3,64.4,68.0,59.0
1993-09-20,,,98.3,59.0,66.2,55.4
1993-09-21,,,99.9,59.0,68.0,57.2
1993-09-22,,,99.9,59.0,69.8,50.0
1993-09-23,,,99.9,53.6,75.2,48.2
1993-09-24,,,99.9,51.8,55.4,50.0
1993-09-25,,,100.3,59.0,71.6,53.6
1993-09-26,,,100.7,55.4,64.4,50.0
1993-09-27,,,100.7,59.0,62.6,48.2
1993-09-28,,,101.1,,,
1993-09-29,,,102.7,,,
1993-09-30,,,103.1,,,
1993-10-01,,,0.0,,,
1993-10-02,,,0.4,,,
1993-10-03,,,0.4,,,
1993-10-04,,,0.4,,,
1993-10-05,,,0.4,,,
1993-10-06,,,0.4,,,
1993-10-07,,,0.8,,,
1993-10-08,,,4.2,,,
1993-10-09,,,6.0,,,
1993-10-10,,,8.6,,,
1993-10-11,,,9.5,,,
1993-10-12,,,9.5,,,
1993-10-13,,,9.5,,,
1993-10-14,,,9.5,,,
1993-10-15,,,9.5,,,
1993-10-16,,,9.5,,,
1993-10-17,,,9.9,,,
1993-10-18,,,10.3,,,
1993-10-19,,,10.3,,,
1993-10-20,,,10.7,,,
1993-10-21,,,10.7,,,
1993-10-22,,,10.7,,,
1993-10-23,,,10.7,,,
1993-10-24,,,10.7,,,
1993-10-25,,,10.7,,,
1993-10-26,,,11.2,,,
1993-10-27,,,11.2,,,
1993-10-28,,,11.6,,,
1993-10-29,,,12.5,,,
1993-10-30,,,13.8,,,
1993-10-31,,,13.8,,,
1993-11-01,,,13.8,,,
1993-11-02,,,13.8,,,
1993-11-03,,,13.8,,,
1993-11-04,,,13.8,,,
1993-11-05,,,13.8,,,
1993-11-06,,,14.7,,,
1993-11-07,,,15.1,,,
1993-11-08,,,15.1,,,
1993-11-09,,,15.9,,,
1993-11-10,,,17.2,,,
1993-11-11,,,17.2,,,
1993-11-12,,,18.1,,,
1993-11-13,,,18.1,,,
1993-11-14,,,18.9,,,
1993-11-15,,,18.9,,,
1993-11-16,,,18.9,,,
1993-11-17,,,18.9,,,
1993-11-18,,,18.9,,,
1993-11-19,,,19.3,,,
1993-11-20,,,19.7,,,
1993-11-21,,,19.7,,,
1993-11-22,,,19.7,,,
1993-11-23,,,20.1,,,
1993-11-24,,,20.6,,,
1993-11-25,,,21.5,,,
1993-11-26,,,21.5,,,
1993-11-27,,,21.5,,,
1993-11-28,,,21.5,,,
1993-11-29,,,21.5,,,
1993-11-30,,,21.5,,,
1993-12-01,,,21.5,,,
1993-12-02,,,21.5,,,
1993-12-03,,,21.9,,,
1993-12-04,,,22.3,,,
1993-12-05,,,22.3,,,
1993-12-06,,,23.6,23.0,,
1993-12-07,,,24.1,23.0,,
1993-12-08,,,24.1,17.6,,
1993-12-09,,,24.1,15.8,,
1993-12-10,,,24.5,15.8,,
1993-12-11,,,24.9,19.4,,
1993-12-12,,,24.9,17.6,,
1993-12-13,,,25.8,14.0,,
1993-12-14,,,25.8,12.2,,
1993-12-15,,,25.8,10.4,,
1993-12-16,,,26.2,23.0,,
1993-12-17,,,27.1,12.2,,
1993-12-18,,,27.5,15.8,,
1993-12-19,,,27.9,14.0,,
1993-12-20,,,27.9,14.0,,
1993-12-21,,,28.4,21.2,,
1993-12-22,,,28.4,21.2,,
1993-12-23,,,28.8,30.2,,
1993-12-24,,,30.1,30.2,,
1993-12-25,,,30.1,23.0,,
1993-12-26,,,30.1,19.4,,
1993-12-27,,,30.5,26.6,,
1993-12-28,,,31.8,30.2,,
1993-12-29,,,32.2,32.0,,
1993-12-30,,,33.1,28.4,,
1993-12-31,,,33.1,28.4,,
1994-01-01,,,33.1,23.0,,
1994-01-02,,,33.1,21.2,,
1994-01-03,,,33.5,28.4,,
1994-01-04,,,33.5,32.0,,
1994-01-05,,,33.5,32.0,98.6,24.8
1994-01-06,,,33.5,28.4,19.4,10.4
1994-01-07,,,33.5,26.6,8.6,3.2
1994-01-08,,,33.5,28.4,3.2,1.4
1994-01-09,,,33.5,15.8,15.8,3.2
1994-01-10,,,33.9,24.8,32.0,23.0
1994-01-11,,,33.9,23.0,32.0,32.0
1994-01-12,,,33.9,30.2,32.0,32.0
1994-01-13,,,33.9,30.2,28.4,28.4
1994-01-14,,,33.9,23.0,28.4,17.6
1994-01-15,,,33.9,30.2,32.0,30.2
1994-01-16,,,33.9,30.2,32.0,24.8
1994-01-17,,,34.4,19.4,24.8,23.0
1994-01-18,,,34.4,10.4,24.8,30.2
1994-01-19,,,34.4,1.4,32.0,30.2
1994-01-20,,,34.4,-4.0,30.2,28.4
1994-01-21,,,34.4,-4.0,32.0,30.2
1994-01-22,,,34.4,-4.0,32.0,30.2
1994-01-23,,,35.3,5.0,32.0,30.2
1994-01-24,,,35.3,15.8,32.0,30.2
1994-01-25,,,35.7,26.6,32.0,32.0
1994-01-26,,,36.1,32.0,33.8,32.0
1994-01-27,,,37.0,24.8,33.8,32.0
1994-01-28,,,37.8,15.8,35.6,33.8
1994-01-29,,,38.7,1.4,35.6,35.6
1994-01-30,,,39.1,-0.4,35.6,35.6
1994-01-31,,,39.5,-4.0,35.6,35.6
1994-02-01,,,39.5,5.0,35.6,32.0
1994-02-02,,,40.4,6.8,32.0,32.0
1994-02-03,,,41.3,-5.8,32.0,28.4
1994-02-04,,,42.6,12.2,28.4,14.0
1994-02-05,,,43.0,8.6,32.0,30.2
1994-02-06,,,43.0,21.2,32.0,30.2
1994-02-07,,,43.0,24.8,28.4,26.6
1994-02-08,,,43.4,30.2,24.8,23.0
1994-02-09,,,43.4,33.8,23.0,15.8
1994-02-10,,,43.4,33.8,19.4,12.2
1994-02-11,,,43.4,32.0,10.4,6.8
1994-02-12,,,43.4,32.0,14.0,8.6
1994-02-13,,,43.4,33.8,12.2,6.8
1994-02-14,,,43.4,33.8,17.6,15.8
1994-02-15,,,43.4,33.8,19.4,5.0
1994-02-16,,,43.4,33.8,15.8,14.0
1994-02-17,,,43.4,35.6,21.2,10.4
1994-02-18,,,43.4,32.0,19.4,12.2
1994-02-19,,,43.4,30.2,12.2,5.0
1994-02-20,,,43.4,30.2,5.0,5.0
1994-02-21,,,43.4,32.0,8.6,1.4
1994-02-22,,,43.4,32.0,17.6,1.4
1994-02-23,,,43.4,30.2,23.0,12.2
1994-02-24,,,43.4,32.0,19.4,10.4
1994-02-25,,,43.4,30.2,19.4,10.4
1994-02-26,,,43.4,28.4,24.8,17.6
1994-02-27,,,43.4,32.0,17.6,12.2
1994-02-28,,,43.4,26.6,23.0,17.6
1994-03-01,,,44.3,28.4,19.4,8.6
1994-03-02,,,44.3,21.2,6.8,3.2
1994-03-03,,,45.1,28.4,1.4,5.0
1994-03-04,,,45.1,32.0,6.8,8.6
1994-03-05,,,45.1,30.2,32.0,10.4
1994-03-06,,,45.1,30.2,32.0,32.0
1994-03-07,,,45.1,28.4,33.8,32.0
1994-03-08,,,45.1,17.6,32.0,32.0
1994-03-09,,,46.0,28.4,32.0,30.2
1994-03-10,,,46.9,33.8,35.6,30.2
1994-03-11,,,47.3,35.6,32.0,28.4
1994-03-12,,,47.7,28.4,32.0,24.8
1994-03-13,,,47.7,28.4,32.0,30.2
1994-03-14,,,47.7,23.0,24.8,17.6
1994-03-15,,,47.7,26.6,19.4,17.6
1994-03-16,,,47.7,23.0,19.4,15.8
1994-03-17,,,47.7,26.6,15.8,14.0
1994-03-18,,,47.7,28.4,12.2,8.6
1994-03-19,,,47.7,28.4,10.4,5.0
1994-03-20,,,47.7,32.0,15.8,8.6
1994-03-21,,,47.7,30.2,26.6,14.0
1994-03-22,,,47.7,23.0,30.2,28.4
1994-03-23,,,47.7,19.4,32.0,30.2
1994-03-24,,,49.0,21.2,32.0,32.0
1994-03-25,,,49.4,30.2,32.0,24.8
1994-03-26,,,49.8,30.2,28.4,23.0
1994-03-27,,,49.8,32.0,32.0,26.6
1994-03-28,,,49.8,32.0,32.0,30.2
1994-03-29,,,49.8,33.8,35.6,32.0
1994-03-30,,,49.8,33.8,35.6,32.0
1994-03-31,,,49.8,32.0,33.8,32.0
1994-04-01,,,49.8,32.0,35.6,32.0
1994-04-02,,,49.8,32.0,39.2,32.0
1994-04-03,,,51.1,32.0,39.2,23.0
1994-04-04,,,51.1,32.0,35.6,28.4
1994-04-05,,,51.1,32.0,42.8,21.2
1994-04-06,,,51.1,33.8,32.0,17.6
1994-04-07,,,51.1,33.8,32.0,32.0
1994-04-08,,,51.1,32.0,32.0,30.2
1994-04-09,,,51.6,32.0,35.6,30.2
1994-04-10,,,52.0,32.0,33.8,32.0
1994-04-11,,,52.0,32.0,32.0,28.4
1994-04-12,,,52.0,32.0,32.0,24.8
1994-04-13,,,52.5,32.0,32.0,24.8
1994-04-14,,,52.5,35.6,28.4,19.4
1994-04-15,,,52.5,33.8,24.8,8.6
1994-04-16,,,52.9,33.8,32.0,19.4
1994-04-17,,,52.9,33.8,32.0,30.2
1994-04-18,,,52.9,32.0,44.6,32.0
1994-04-19,,,52.9,32.0,35.6,32.0
1994-04-20,,,52.9,32.0,37.4,35.6
1994-04-21,,,53.7,37.4,35.6,35.6
1994-04-22,,,54.1,41.0,35.6,32.0
1994-04-23,,,55.0,39.2,46.4,32.0
1994-04-24,,,56.3,35.6,41.0,33.8
1994-04-25,,,56.3,35.6,37.4,33.8
1994-04-26,,,56.3,35.6,35.6,32.0
1994-04-27,,,56.7,35.6,35.6,32.0
1994-04-28,,,57.2,33.8,35.6,32.0
1994-04-29,,,57.2,35.6,33.8,32.0
1994-04-30,,,57.2,37.4,35.6,32.0
1994-05-01,,,57.6,37.4,35.6,32.0
1994-05-02,,,58.0,,32.0,32.0
1994-05-03,,,59.3,,32.0,30.2
1994-05-04,,,59.7,,33.8,32.0
1994-05-05,,,60.2,,33.8,32.0
1994-05-06,,,60.2,,35.6,32.0
1994-05-07,,,60.2,,44.6,32.0
1994-05-08,,,61.0,,42.8,35.6
1994-05-09,,,61.0,,35.6,35.6
1994-05-10,,,61.0,,41.0,33.8
1994-05-11,,,62.3,,35.6,33.8
1994-05-12,,,62.3,,41.0,33.8
1994-05-13,,,62.3,,39.2,35.6
1994-05-14,,,62.3,,44.6,30.2
1994-05-15,,,62.3,,44.6,30.2
1994-05-16,,,62.3,,35.6,33.8
1994-05-17,,,63.1,,37.4,35.6
1994-05-18,,,64.4,,33.8,32.0
1994-05-19,,,66.1,,35.6,32.0
1994-05-20,,,67.4,,35.6,32.0
1994-05-21,,,68.7,,35.6,33.8
1994-05-22,,,70.9,,39.2,32.0
1994-05-23,,,72.2,,37.4,33.8
1994-05-24,,,73.0,,48.2,32.0
1994-05-25,,,73.9,,46.4,32.0
1994-05-26,,,73.9,,46.4,35.6
1994-05-27,,,73.9,,50.0,35.6
1994-05-28,,,73.9,,48.2,35.6
1994-05-29,,,73.9,,41.0,37.4
1994-05-30,,,73.9,,46.4,35.6
1994-05-31,,,74.3,,50.0,41.0
1994-06-01,,,74.3,,46.4,39.2
1994-06-02,,,74.3,,48.2,35.6
1994-06-03,,,74.3,,50.0,35.6
1994-06-04,,,74.3,,46.4,39.2
1994-06-05,,,74.3,,42.8,37.4
1994-06-06,,,74.3,,41.0,39.2
1994-06-07,,,74.7,,42.8,39.2
1994-06-08,,,74.7,57.2,46.4,39.2
1994-06-09,,,75.1,51.8,44.6,39.2
1994-06-10,,,75.2,48.2,53.6,35.6
1994-06-11,,,75.2,50.0,46.4,41.0
1994-06-12,,,75.3,53.6,62.6,44.6
1994-06-13,,,75.4,51.8,62.6,41.0
1994-06-14,,,75.5,53.6,62.6,42.8
1994-06-15,,,75.6,48.2,53.6,46.4
1994-06-16,,,75.7,48.2,60.8,50.0
1994-06-17,,,75.8,51.8,50.0,41.0
1994-06-18,,,75.9,55.4,46.4,42.8
1994-06-19,,,76.0,55.4,48.2,41.0
1994-06-20,,,76.0,51.8,46.4,44.6
1994-06-21,,,76.1,50.0,53.6,44.6
1994-06-22,,,76.2,50.0,53.6,44.6
1994-06-23,,,76.2,59.0,48.2,42.8
1994-06-24,,,76.3,55.4,46.4,42.8
1994-06-25,,,76.4,50.0,48.2,33.8
1994-06-26,,,76.5,50.0,44.6,41.0
1994-06-27,,,76.5,51.8,50.0,41.0
1994-06-28,,,76.6,50.0,60.8,44.6
1994-06-29,,,76.7,51.8,68.0,46.4
1994-06-30,,,76.7,50.0,55.4,48.2
1994-07-01,,,76.8,50.0,50.0,44.6
1994-07-02,,,77.0,51.8,53.6,44.6
1994-07-03,,,77.1,50.0,48.2,42.8
1994-07-04,,,77.3,59.0,48.2,42.8
1994-07-05,,,77.4,57.2,57.2,42.8
1994-07-06,,,77.6,60.8,62.6,44.6
1994-07-07,,,77.7,68.0,60.8,41.0
1994-07-08,,,77.9,71.6,46.4,42.8
1994-07-09,,,78.0,77.0,48.2,46.4
1994-07-10,,,78.2,78.8,50.0,48.2
1994-07-11,,,78.3,77.0,51.8,46.4
1994-07-12,,,78.5,73.4,53.6,46.4
1994-07-13,,,78.6,71.6,53.6,48.2
1994-07-14,,,78.8,71.6,50.0,46.4
1994-07-15,,,78.9,75.2,48.2,44.6
1994-07-16,,,79.0,68.0,50.0,48.2
1994-07-17,,,79.2,64.4,48.2,46.4
1994-07-18,,,79.3,66.2,50.0,42.8
1994-07-19,,,79.5,62.6,48.2,46.4
1994-07-20,,,79.6,60.8,48.2,46.4
1994-07-21,,,79.8,66.2,48.2,46.4
1994-07-22,,,79.9,60.8,50.0,46.4
1994-07-23,,,80.0,59.0,50.0,46.4
1994-07-24,,,80.2,60.8,53.6,46.4
1994-07-25,,,80.3,64.4,51.8,46.4
1994-07-26,,,80.5,75.2,62.6,41.0
1994-07-27,,,80.6,62.6,66.2,41.0
1994-07-28,,,80.8,68.0,68.0,42.8
1994-07-29,,,80.9,69.8,60.8,48.2
1994-07-30,,,81.0,64.4,66.2,48.2
1994-07-31,,,81.0,64.4,55.4,48.2
1994-08-01,,,81.2,69.8,55.4,50.0
1994-08-02,,,81.2,62.6,55.4,50.0
1994-08-03,,,81.2,66.2,60.8,46.4
1994-08-04,,,81.3,71.6,66.2,46.4
1994-08-05,,,81.3,68.0,59.0,50.0
1994-08-06,,,81.4,75.2,55.4,48.2
1994-08-07,,,81.4,78.8,57.2,51.8
1994-08-08,,,81.4,82.4,62.6,46.4
1994-08-09,,,81.5,69.8,57.2,50.0
1994-08-10,,,81.5,69.8,62.6,50.0
1994-08-11,,,81.6,69.8,66.2,55.4
1994-08-12,,,81.6,62.6,66.2,53.6
1994-08-13,,,81.6,60.8,66.2,41.0
1994-08-14,,,81.7,59.0,59.0,42.8
1994-08-15,,,81.7,59.0,57.2,50.0
1994-08-16,,,81.8,62.6,59.0,48.2
1994-08-17,,,81.8,57.2,64.4,50.0
1994-08-18,,,81.8,62.6,66.2,57.2
1994-08-19,,,81.9,59.0,53.6,50.0
1994-08-20,,,81.9,57.2,55.4,48.2
1994-08-21,,,82.0,62.6,50.0,46.4
1994-08-22,,,82.0,62.6,55.4,44.6
1994-08-23,,,82.0,60.8,50.0,39.2
1994-08-24,,,82.1,60.8,51.8,46.4
1994-08-25,,,82.1,64.4,50.0,48.2
1994-08-26,,,82.2,64.4,46.4,41.0
1994-08-27,,,82.2,62.6,48.2,35.6
1994-08-28,,,82.2,66.2,50.0,41.0
1994-08-29,,,82.3,64.4,57.2,46.4
1994-08-30,,,82.3,64.4,57.2,46.4
1994-08-31,,,82.4,62.6,55.4,42.8
1994-09-01,,,82.4,62.6,57.2,41.0
1994-09-02,,,83.0,60.8,50.0,39.2
1994-09-03,,,83.6,62.6,59.0,41.0
1994-09-04,,,84.2,62.6,59.0,46.4
1994-09-05,,,84.7,62.6,55.4,44.6
1994-09-06,,,85.3,68.0,59.0,44.6
1994-09-07,,,85.9,60.8,50.0,44.6
1994-09-08,,,86.5,60.8,57.2,44.6
1994-09-09,,,87.0,66.2,48.2,46.4
1994-09-10,,,87.6,59.0,50.0,44.6
1994-09-11,,,88.2,66.2,51.8,44.6
